Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue1_x,ue1_y,ue1_height,ue1_direction,ue1_connected_bs,ue1_los_probability,ue1_los_state,ue1_pathloss,ue1_shadow_fading,ue1_rsrp,ue1_prx,ue1_sinr,ue1_speed,ue1_handover,ue1_bs1_idx,ue1_bs1_rsrp,ue1_bs2_idx,ue1_bs2_rsrp,ue1_bs3_idx,ue1_bs3_rsrp,ue1_bs4_idx,ue1_bs4_rsrp,ue1_bs5_idx,ue1_bs5_rsrp,ue1_bs6_idx,ue1_bs6_rsrp,ue2_x,ue2_y,ue2_height,ue2_direction,ue2_connected_bs,ue2_los_probability,ue2_los_state,ue2_pathloss,ue2_shadow_fading,ue2_rsrp,ue2_prx,ue2_sinr,ue2_speed,ue2_handover,ue2_bs1_idx,ue2_bs1_rsrp,ue2_bs2_idx,ue2_bs2_rsrp,ue2_bs3_idx,ue2_bs3_rsrp,ue2_bs4_idx,ue2_bs4_rsrp,ue2_bs5_idx,ue2_bs5_rsrp,ue2_bs6_idx,ue2_bs6_rsrp,ue3_x,ue3_y,ue3_height,ue3_direction,ue3_connected_bs,ue3_los_probability,ue3_los_state,ue3_pathloss,ue3_shadow_fading,ue3_rsrp,ue3_prx,ue3_sinr,ue3_speed,ue3_handover,ue3_bs1_idx,ue3_bs1_rsrp,ue3_bs2_idx,ue3_bs2_rsrp,ue3_bs3_idx,ue3_bs3_rsrp,ue3_bs4_idx,ue3_bs4_rsrp,ue3_bs5_idx,ue3_bs5_rsrp,ue3_bs6_idx,ue3_bs6_rsrp,ue4_x,ue4_y,ue4_height,ue4_direction,ue4_connected_bs,ue4_los_probability,ue4_los_state,ue4_pathloss,ue4_shadow_fading,ue4_rsrp,ue4_prx,ue4_sinr,ue4_speed,ue4_handover,ue4_bs1_idx,ue4_bs1_rsrp,ue4_bs2_idx,ue4_bs2_rsrp,ue4_bs3_idx,ue4_bs3_rsrp,ue4_bs4_idx,ue4_bs4_rsrp,ue4_bs5_idx,ue4_bs5_rsrp,ue4_bs6_idx,ue4_bs6_rsrp
234,2529.07,2900.00,1.50,2,13,0.10,LOS,86.04,3.50,-69.32,-41.54,33.51,56.75,0,6,-104.46,14,-109.11,20,-116.20,9,-121.56,19,-123.46,7,-124.13,2800.00,5119.06,1.50,1,14,0.01,LOS,114.99,-2.13,-92.64,-64.86,12.68,52.93,0,16,-94.70,17,-104.60,15,-105.74,10,-110.27,22,-115.00,29,-115.53,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4039.49,1.50,1,60,0.05,NLOS,121.74,5.59,-107.11,-79.33,-1.35,25.75,1,54,-109.32,59,-110.88,53,-114.32,42,-117.03,47,-118.03,61,-119.20,3598.25,2900.00,1.50,0,20,0.05,NLOS,120.45,-8.16,-92.07,-64.29,12.79,38.58,0,19,-108.74,26,-110.20,13,-111.14,28,-117.37,1,-118.04,9,-119.94
235,2513.30,2900.00,1.50,2,13,0.09,LOS,86.64,-5.51,-60.91,-33.13,42.15,56.75,0,7,-106.52,14,-107.24,21,-113.55,26,-113.90,6,-114.33,19,-117.37,2800.00,5133.76,1.50,1,16,0.07,NLOS,116.61,-9.09,-87.30,-59.52,12.99,52.93,1,14,-94.98,22,-100.90,15,-112.37,24,-113.62,17,-115.17,23,-118.14,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4046.64,1.50,1,60,0.05,NLOS,121.67,5.59,-107.04,-79.26,-1.30,25.75,0,54,-109.16,59,-111.00,53,-114.49,42,-116.99,47,-118.02,61,-119.09,3600.00,2891.04,1.50,3,20,0.05,NLOS,120.85,-8.16,-92.47,-64.69,12.26,38.58,0,19,-108.45,26,-110.13,13,-111.16,28,-117.44,1,-118.07,9,-119.99
236,2497.54,2900.00,1.50,2,13,0.08,LOS,87.21,-5.51,-61.48,-33.70,41.44,56.75,0,7,-106.18,14,-107.34,21,-113.66,26,-114.05,6,-114.06,19,-117.58,2800.00,5148.47,1.50,1,16,0.07,NLOS,115.78,-9.09,-86.48,-58.70,13.89,52.93,0,14,-95.16,22,-100.97,15,-112.81,24,-113.49,17,-114.96,23,-117.96,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4053.79,1.50,1,60,0.05,NLOS,121.61,5.59,-106.98,-79.20,-1.26,25.75,0,54,-109.00,59,-111.12,53,-114.66,42,-116.96,47,-118.01,61,-118.99,3600.00,2880.32,1.50,3,20,0.05,NLOS,121.29,1.36,-102.44,-74.66,-2.56,38.58,0,26,-100.39,19,-111.95,27,-117.15,14,-117.87,6,-119.71,13,-120.43
237,2481.78,2900.00,1.50,2,13,0.08,LOS,87.76,7.62,-75.16,-47.38,31.16,56.75,0,14,-111.86,6,-112.43,0,-114.71,7,-115.24,20,-115.35,8,-115.83,2800.00,5163.17,1.50,1,16,0.08,NLOS,114.92,-2.01,-92.69,-64.90,5.07,52.93,0,14,-90.65,10,-99.65,15,-102.83,9,-114.20,3,-114.82,11,-116.60,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4060.94,1.50,1,60,0.05,NLOS,121.56,5.59,-106.93,-79.14,-1.23,25.75,0,54,-108.84,59,-111.24,53,-114.84,42,-116.93,47,-118.00,61,-118.88,3600.00,2869.61,1.50,3,20,0.05,NLOS,121.72,1.36,-102.87,-75.09,-3.03,38.58,0,26,-100.37,19,-111.58,27,-117.29,14,-117.98,6,-119.67,13,-120.42
238,2466.02,2900.00,1.50,2,13,0.07,LOS,88.27,7.62,-75.67,-47.89,30.60,56.75,0,14,-111.96,6,-112.16,0,-114.50,7,-114.89,20,-115.58,8,-115.76,2800.00,5177.87,1.50,1,16,0.08,NLOS,114.01,-2.01,-91.78,-63.99,6.00,52.93,0,14,-90.83,10,-99.50,15,-103.24,9,-114.26,3,-114.80,11,-116.47,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4068.10,1.50,1,53,0.04,NLOS,125.30,-2.43,-102.65,-74.87,2.28,25.75,1,60,-108.55,54,-110.16,47,-113.69,67,-114.22,61,-114.95,59,-115.46,3600.00,2858.89,1.50,3,20,0.04,NLOS,122.15,1.36,-103.29,-75.51,-3.49,38.58,0,26,-100.36,19,-111.21,27,-117.42,14,-118.09,6,-119.64,13,-120.41
239,2450.25,2900.00,1.50,2,13,0.07,LOS,88.76,2.87,-71.41,-43.63,32.90,56.75,0,7,-107.15,14,-111.30,6,-111.92,21,-116.04,20,-116.76,1,-117.48,2800.00,5192.58,1.50,1,16,0.09,NLOS,113.05,-8.51,-84.32,-56.54,15.18,52.93,0,14,-88.53,15,-101.99,22,-104.25,9,-109.77,8,-114.38,21,-115.18,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4075.25,1.50,1,53,0.04,NLOS,125.47,-2.43,-102.82,-75.04,2.05,25.75,0,60,-108.50,54,-110.00,47,-113.68,67,-114.18,61,-114.84,59,-115.58,3600.00,2848.18,1.50,3,20,0.04,NLOS,122.56,1.45,-103.79,-76.01,1.48,38.58,0,19,-106.20,32,-111.30,27,-116.28,21,-119.06,22,-119.74,26,-120.31
240,2434.49,2900.00,1.50,2,13,0.06,LOS,89.28,2.87,-71.93,-44.15,32.19,56.75,0,7,-106.80,14,-111.41,6,-111.66,21,-116.15,20,-116.99,1,-117.32,2800.00,5207.28,1.50,1,16,0.10,NLOS,112.03,-8.51,-83.30,-55.52,16.45,52.93,0,14,-88.70,15,-102.38,22,-104.34,9,-109.84,8,-114.53,21,-115.34,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4082.40,1.50,1,53,0.04,NLOS,125.64,-2.43,-103.00,-75.22,1.82,25.75,0,60,-108.46,54,-109.83,47,-113.68,67,-114.14,61,-114.73,59,-115.70,3600.00,2837.46,1.50,3,20,0.04,NLOS,122.97,1.45,-104.20,-76.42,0.77,38.58,0,19,-105.81,32,-111.26,27,-116.42,21,-119.20,22,-119.83,26,-120.31
241,2418.73,2900.00,1.50,2,13,0.06,LOS,90.09,0.49,-70.35,-42.57,37.49,56.75,0,14,-112.70,19,-114.00,7,-114.55,1,-117.60,6,-119.03,8,-119.55,2800.00,5221.98,1.50,1,14,0.01,LOS,116.20,-2.31,-93.67,-65.89,16.58,52.93,1,16,-98.48,23,-106.76,15,-110.96,22,-112.49,9,-113.24,10,-115.80,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4089.56,1.50,1,53,0.03,NLOS,125.82,-2.43,-103.17,-75.39,1.59,25.75,0,60,-108.43,54,-109.67,47,-113.67,67,-114.11,61,-114.62,59,-115.82,3600.00,2826.74,1.50,3,20,0.04,NLOS,123.36,1.45,-104.59,-76.81,0.06,38.58,0,19,-105.41,32,-111.22,27,-116.55,21,-119.34,22,-119.91,26,-120.31
242,2402.96,2900.00,1.50,2,13,0.05,LOS,90.86,0.49,-71.13,-43.35,36.71,56.75,0,14,-112.82,7,-114.19,19,-114.20,1,-117.45,6,-118.77,8,-119.48,2800.00,5236.69,1.50,1,14,0.01,LOS,116.37,-2.31,-93.84,-66.06,16.74,52.93,0,16,-97.34,23,-106.58,15,-111.34,22,-112.60,9,-113.32,10,-115.65,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4096.71,1.50,1,60,0.05,NLOS,121.35,-0.65,-100.49,-72.70,-1.79,25.75,1,54,-102.33,59,-102.40,66,-111.40,52,-111.60,67,-112.80,53,-113.91,3600.00,2816.03,1.50,3,20,0.04,NLOS,123.75,-3.20,-100.33,-72.55,-1.24,38.58,0,19,-99.69,13,-111.67,26,-115.01,27,-116.86,21,-117.13,33,-118.48
243,2400.00,2887.20,1.50,3,13,0.05,LOS,90.90,7.73,-78.41,-50.63,20.76,56.75,0,7,-101.63,14,-104.05,0,-110.53,6,-110.96,19,-116.54,20,-118.17,2800.00,5251.39,1.50,1,16,0.14,NLOS,108.60,-1.00,-87.38,-59.60,16.03,52.93,1,14,-100.29,22,-106.88,23,-108.96,15,-111.46,9,-115.10,10,-120.57,3800.00,2500.00,1.50,0,19,0.06,NLOS,117.28,5.27,-102.32,-74.54,4.71,0.00,0,26,-112.00,20,-112.08,27,-115.04,13,-115.28,32,-118.20,34,-120.61,7600.00,4103.86,1.50,1,60,0.05,NLOS,121.33,-0.65,-100.46,-72.68,-1.79,25.75,0,54,-102.16,59,-102.52,66,-111.43,52,-111.69,67,-112.76,53,-114.08,3600.00,2805.31,1.50,3,20,0.04,NLOS,124.13,-3.20,-100.71,-72.93,-1.98,38.58,0,19,-99.27,13,-111.67,26,-115.02,27,-117.00,21,-117.27,33,-118.51
244,2400.00,2871.44,1.50,3,13,0.05,LOS,90.80,7.73,-78.31,-50.53,21.11,56.75,0,7,-101.97,14,-104.32,0,-110.52,6,-110.63,19,-116.45,20,-118.24,2800.00,5266.10,1.50,1,16,0.16,NLOS,107.30,-1.00,-86.08,-58.29,17.39,52.93,0,14,-100.46,22,-106.99,23,-108.78,15,-111.82,9,-115.19,10,-120.42,3807.73,2500.00,1.50,0,19,0.06,NLOS,117.66,5.27,-102.71,-74.93,4.29,27.84,0,26,-111.82,20,-112.14,27,-115.00,13,-115.40,32,-118.09,34,-120.57,7600.00,4111.02,1.50,1,60,0.05,NLOS,121.31,-0.65,-100.44,-72.66,-1.79,25.75,0,54,-102.00,59,-102.63,66,-111.47,52,-111.78,67,-112.72,53,-114.25,3600.00,2794.60,1.50,3,20,0.04,NLOS,124.50,-3.20,-101.08,-73.30,-2.72,38.58,0,19,-98.84,13,-111.68,26,-115.03,27,-117.13,21,-117.41,33,-118.55
245,2400.00,2855.68,1.50,3,13,0.05,LOS,90.74,3.30,-73.82,-46.04,31.05,56.75,0,6,-107.88,14,-111.58,7,-113.39,20,-116.11,1,-118.02,19,-119.48,2800.00,5280.80,1.50,1,16,0.18,NLOS,105.90,2.18,-87.87,-60.08,11.89,52.93,0,14,-90.21,22,-100.76,10,-111.17,17,-113.47,23,-113.98,15,-115.34,3823.20,2500.00,1.50,0,19,0.06,NLOS,118.42,-2.19,-96.01,-68.23,7.01,55.68,0,20,-103.50,46,-115.97,7,-116.31,26,-117.23,27,-117.53,33,-120.41,7600.00,4118.17,1.50,1,60,0.05,NLOS,121.29,-0.65,-100.43,-72.64,-1.81,25.75,0,54,-101.83,59,-102.75,66,-111.50,52,-111.87,67,-112.69,53,-114.42,3600.00,2783.88,1.50,3,20,0.04,NLOS,124.86,-13.07,-91.58,-63.79,10.13,38.58,0,19,-104.38,13,-108.34,26,-108.98,21,-117.90,27,-120.57,7,-120.71
246,2400.00,2839.91,1.50,3,13,0.06,LOS,90.71,3.30,-73.79,-46.01,31.01,56.75,0,6,-107.54,14,-111.85,7,-113.73,20,-116.19,1,-118.13,19,-119.40,2800.00,5295.50,1.50,1,16,0.21,NLOS,104.40,2.18,-86.36,-58.58,13.48,52.93,0,14,-90.37,22,-100.89,10,-111.02,17,-113.22,23,-113.80,11,-115.64,3838.67,2500.00,1.50,0,19,0.05,NLOS,119.15,-2.19,-96.73,-68.95,6.38,55.68,0,20,-103.63,46,-115.87,7,-116.43,26,-116.85,27,-117.46,33,-120.25,7600.00,4125.32,1.50,1,53,0.03,NLOS,126.67,-12.62,-93.83,-66.05,7.45,25.75,1,54,-103.88,60,-105.70,66,-113.81,61,-114.12,59,-115.45,47,-117.69,3600.00,2773.16,1.50,3,20,0.04,NLOS,125.22,-13.07,-91.93,-64.15,9.54,38.58,0,19,-103.93,13,-108.36,26,-109.00,21,-118.03,27,-120.71,7,-120.74
247,2400.00,2824.15,1.50,3,13,0.06,LOS,90.72,2.61,-73.11,-45.33,20.34,56.75,0,6,-93.48,7,-116.72,1,-118.51,0,-120.78,8,-121.09,20,-125.59,2810.21,5300.00,1.50,0,16,0.21,NLOS,104.36,-2.44,-81.70,-53.92,21.28,52.93,0,14,-87.42,23,-107.58,22,-107.73,15,-109.62,29,-113.85,9,-115.39,3854.14,2500.00,1.50,0,19,0.05,NLOS,119.84,2.43,-102.05,-74.27,-2.74,55.68,0,26,-99.55,20,-115.10,13,-117.47,33,-118.04,32,-118.36,15,-118.65,7600.00,4132.48,1.50,1,53,0.03,NLOS,126.84,-12.62,-94.00,-66.22,7.19,25.75,0,54,-103.71,60,-105.70,66,-113.84,61,-114.01,59,-115.57,47,-117.69,3600.00,2762.45,1.50,3,20,0.04,NLOS,125.57,-13.07,-92.28,-64.50,8.94,38.58,0,19,-103.47,13,-108.37,26,-109.03,21,-118.16,7,-120.78,27,-120.84
248,2400.00,2808.39,1.50,3,13,0.05,LOS,90.76,2.61,-73.15,-45.37,19.97,56.75,0,6,-93.15,7,-117.06,1,-118.62,0,-120.78,8,-121.28,20,-125.68,2824.91,5300.00,1.50,0,16,0.20,NLOS,105.10,-2.44,-82.44,-54.66,20.39,52.93,0,14,-87.43,23,-107.36,22,-107.42,15,-109.65,29,-113.67,9,-115.66,3869.61,2500.00,1.50,0,26,0.04,NLOS,125.29,-5.90,-99.17,-71.39,2.95,55.68,1,19,-102.73,20,-115.23,13,-117.69,33,-117.88,32,-118.13,15,-118.71,7600.00,4139.63,1.50,1,53,0.03,NLOS,127.01,-12.62,-94.17,-66.39,6.94,25.75,0,54,-103.54,60,-105.70,66,-113.88,61,-113.89,59,-115.68,47,-117.69,3600.00,2751.73,1.50,3,19,0.05,NLOS,119.68,0.46,-99.92,-72.13,0.24,38.58,1,26,-103.91,13,-105.70,20,-106.26,14,-115.92,21,-116.57,27,-117.23
249,2400.00,2792.62,1.50,3,13,0.05,LOS,90.83,3.76,-74.37,-46.59,25.93,56.75,0,7,-101.47,6,-106.98,0,-109.70,21,-119.01,26,-121.89,14,-121.93,2839.61,5300.00,1.50,0,16,0.18,NLOS,105.92,0.66,-86.36,-58.58,17.54,52.93,0,14,-96.24,22,-108.05,9,-109.79,23,-111.94,15,-113.76,17,-115.70,3885.07,2500.00,1.50,0,19,0.05,NLOS,121.17,-11.25,-89.70,-61.92,11.60,55.68,1,26,-102.01,32,-110.10,13,-113.06,27,-114.67,33,-117.11,20,-118.16,7600.00,4146.78,1.50,1,53,0.03,NLOS,127.18,-12.62,-94.34,-66.56,6.68,25.75,0,54,-103.37,60,-105.71,61,-113.78,66,-113.91,59,-115.80,47,-117.69,3600.00,2741.02,1.50,3,19,0.05,NLOS,119.19,0.46,-99.43,-71.65,0.84,38.58,0,26,-103.95,13,-105.72,20,-106.59,14,-116.03,21,-116.70,27,-117.36
250,2400.00,2776.86,1.50,3,13,0.05,LOS,90.94,3.76,-74.48,-46.70,25.99,56.75,0,7,-101.80,6,-106.65,0,-109.71,21,-119.13,26,-121.89,14,-122.18,2854.32,5300.00,1.50,0,16,0.17,NLOS,106.79,0.66,-87.24,-59.46,16.58,52.93,0,14,-96.25,22,-107.74,9,-110.05,23,-111.72,15,-113.81,29,-115.56,3900.54,2500.00,1.50,0,19,0.05,NLOS,121.79,-11.25,-90.33,-62.55,10.66,55.68,0,26,-101.62,32,-109.86,13,-113.27,27,-114.61,33,-116.95,20,-118.30,7600.00,4153.94,1.50,1,53,0.03,NLOS,127.35,-14.55,-92.58,-64.80,3.82,25.75,0,60,-96.53,61,-110.82,48,-113.05,54,-113.71,55,-116.40,66,-117.60,3600.00,2730.30,1.50,3,19,0.06,NLOS,118.69,0.46,-98.93,-71.15,1.44,38.58,0,26,-103.99,13,-105.75,20,-106.92,14,-116.14,21,-116.83,27,-117.49
251,2400.00,2761.10,1.50,3,13,0.05,LOS,91.09,-1.73,-69.14,-41.36,30.32,56.75,0,7,-100.52,6,-107.13,19,-114.91,26,-116.19,1,-119.11,21,-120.94,2869.02,5300.00,1.50,0,16,0.15,NLOS,107.70,1.95,-89.44,-61.65,12.10,52.93,0,14,-90.86,17,-105.39,10,-107.55,9,-109.91,15,-111.01,29,-111.03,3916.01,2500.00,1.50,0,19,0.04,NLOS,122.40,-8.35,-93.83,-66.05,4.26,55.68,0,26,-98.36,33,-107.22,20,-111.87,34,-113.39,32,-116.61,14,-118.07,7600.00,4161.09,1.50,1,53,0.03,NLOS,127.51,-14.55,-92.74,-64.96,3.66,25.75,0,60,-96.55,61,-110.71,48,-113.00,54,-113.54,55,-116.31,66,-117.63,3600.00,2719.58,1.50,3,19,0.06,NLOS,118.18,8.40,-106.36,-78.58,-2.41,38.58,0,26,-106.16,20,-111.26,13,-112.26,7,-115.55,27,-117.99,15,-120.48
252,2400.00,2745.34,1.50,3,13,0.05,LOS,91.26,-1.73,-69.31,-41.53,30.34,56.75,0,7,-100.84,6,-106.80,19,-114.84,26,-116.19,1,-119.22,21,-121.06,2883.73,5300.00,1.50,0,16,0.14,NLOS,108.62,1.95,-90.36,-62.57,11.26,52.93,0,14,-90.87,17,-105.42,10,-107.75,9,-110.16,29,-110.85,15,-111.06,3931.48,2500.00,1.50,0,19,0.04,NLOS,122.99,-8.35,-94.42,-66.63,3.31,55.68,0,26,-97.97,33,-107.06,20,-112.02,34,-113.31,32,-116.37,14,-118.18,7600.00,4168.24,1.50,1,53,0.03,NLOS,127.68,-14.55,-92.91,-65.13,3.52,25.75,0,60,-96.57,61,-110.59,48,-112.94,54,-113.37,55,-116.23,66,-117.67,3600.00,2708.87,1.50,3,19,0.06,NLOS,117.66,8.40,-105.83,-78.05,-1.79,38.58,0,26,-106.21,20,-111.58,13,-112.29,7,-115.58,27,-118.12,15,-120.56
253,2400.00,2729.57,1.50,3,13,0.05,LOS,91.46,0.64,-71.88,-44.10,28.16,56.75,0,6,-100.97,7,-108.92,26,-112.22,20,-115.77,19,-116.40,1,-117.53,2898.43,5300.00,1.50,0,16,0.13,NLOS,109.54,5.88,-95.21,-67.43,9.56,52.93,0,14,-94.95,23,-109.39,28,-110.28,22,-111.01,15,-112.12,10,-113.26,3946.94,2500.00,1.50,0,19,0.04,NLOS,123.55,2.70,-106.04,-78.26,-2.54,55.68,0,26,-104.54,27,-113.30,33,-115.46,40,-115.98,14,-117.39,15,-117.60,7600.00,4175.39,1.50,1,53,0.03,NLOS,127.85,-14.55,-93.08,-65.30,3.37,25.75,0,60,-96.60,61,-110.47,48,-112.89,54,-113.20,55,-116.14,66,-117.71,3601.85,2700.00,1.50,0,19,0.06,NLOS,117.24,8.40,-105.42,-77.64,-1.31,38.58,0,26,-106.21,20,-111.85,13,-112.35,7,-115.63,27,-118.21,15,-120.63
254,2400.00,2713.81,1.50,3,13,0.05,LOS,91.69,0.64,-72.11,-44.33,27.71,56.75,0,6,-100.65,7,-109.24,26,-112.23,20,-115.86,19,-116.34,1,-117.65,2913.13,5300.00,1.50,0,16,0.12,NLOS,110.46,5.88,-96.12,-68.34,8.54,52.93,0,14,-94.96,23,-109.17,28,-110.14,22,-110.68,15,-112.19,10,-113.45,3962.41,2500.00,1.50,0,19,0.04,NLOS,124.10,2.70,-106.59,-78.81,-3.39,55.68,0,26,-104.16,27,-113.25,33,-115.29,40,-115.88,14,-117.50,15,-117.65,7600.00,4182.55,1.50,1,60,0.05,NLOS,121.40,-6.36,-94.83,-67.05,4.65,25.75,1,53,-100.97,54,-105.55,40,-110.63,55,-113.77,66,-116.88,61,-117.19,3612.56,2700.00,1.50,0,19,0.06,NLOS,117.43,6.70,-103.92,-76.14,-3.49,38.58,0,20,-102.46,26,-105.91,32,-110.71,27,-112.14,33,-116.11,13,-120.68
255,2398.05,2700.00,1.50,2,13,0.05,LOS,91.99,-1.41,-70.36,-42.58,34.50,56.75,0,6,-108.61,7,-109.01,19,-113.66,15,-114.23,0,-115.02,1,-115.54,2927.84,5300.00,1.50,0,16,0.11,NLOS,111.36,-3.92,-87.22,-59.44,13.09,52.93,0,14,-95.98,15,-102.15,17,-106.34,22,-113.52,9,-118.05,10,-118.34,3977.88,2500.00,1.50,0,26,0.04,NLOS,122.56,-2.78,-99.56,-71.78,3.22,55.68,1,19,-107.65,33,-108.65,20,-109.97,32,-110.23,27,-117.57,13,-118.17,7600.00,4189.70,1.50,1,60,0.05,NLOS,121.44,-6.36,-94.87,-67.08,4.68,25.75,0,53,-101.14,54,-105.38,40,-110.65,55,-113.68,66,-116.92,61,-117.07,3623.28,2700.00,1.50,0,19,0.06,NLOS,117.64,6.70,-104.12,-76.34,-3.74,38.58,0,20,-102.52,26,-105.64,32,-110.58,27,-112.06,33,-116.00,13,-120.88
256,2382.28,2700.00,1.50,2,13,0.05,LOS,92.66,-1.41,-71.03,-43.24,33.59,56.75,0,6,-108.17,7,-108.79,19,-113.89,15,-114.26,0,-114.79,1,-115.41,2942.54,5300.00,1.50,0,16,0.10,NLOS,112.24,-3.92,-88.10,-60.32,12.26,52.93,0,14,-96.00,15,-102.23,17,-106.39,22,-113.18,9,-118.29,10,-118.53,3993.35,2500.00,1.50,0,26,0.04,NLOS,122.18,-2.78,-99.18,-71.40,3.70,55.68,0,19,-108.17,33,-108.49,32,-109.97,20,-110.12,27,-117.53,13,-118.36,7600.00,4196.85,1.50,1,60,0.05,NLOS,121.48,-6.36,-94.91,-67.13,4.70,25.75,0,53,-101.30,54,-105.20,40,-110.66,55,-113.59,61,-116.95,66,-116.96,3634.00,2700.00,1.50,0,19,0.06,NLOS,117.86,6.70,-104.35,-76.56,-4.01,38.58,0,20,-102.59,26,-105.36,32,-110.46,27,-111.98,33,-115.89,13,-121.08
257,2366.52,2700.00,1.50,2,13,0.05,LOS,93.30,-3.13,-69.95,-42.17,33.10,56.75,0,6,-106.22,7,-107.39,19,-115.12,14,-115.35,9,-118.79,0,-119.45,2957.24,5300.00,1.50,0,16,0.09,NLOS,113.09,-0.33,-92.54,-64.76,4.49,52.93,0,14,-92.73,15,-100.30,22,-100.50,9,-110.50,28,-112.70,10,-115.04,4008.82,2500.00,1.50,0,26,0.04,NLOS,121.81,-5.53,-96.06,-68.27,11.08,55.68,0,19,-109.52,33,-113.50,14,-117.34,20,-118.30,27,-120.01,13,-120.53,7600.00,4204.01,1.50,1,60,0.05,NLOS,121.53,-6.36,-94.96,-67.18,4.71,25.75,0,53,-101.46,54,-105.03,40,-110.68,55,-113.50,61,-116.83,66,-117.00,3644.71,2700.00,1.50,0,19,0.06,NLOS,118.10,-3.93,-93.95,-66.17,9.88,38.58,0,20,-105.81,13,-112.41,14,-112.84,26,-115.02,32,-117.86,7,-122.13
258,2350.76,2700.00,1.50,2,13,0.04,LOS,93.92,-3.13,-70.57,-42.79,32.20,56.75,0,6,-105.78,7,-107.18,19,-115.34,14,-115.44,9,-118.77,0,-119.21,2971.95,5300.00,1.50,0,16,0.08,NLOS,113.93,-0.33,-93.38,-65.59,3.54,52.93,0,14,-92.75,22,-100.14,15,-100.39,9,-110.73,28,-112.55,10,-115.23,4024.28,2500.00,1.50,0,26,0.05,NLOS,121.44,-5.53,-95.69,-67.91,11.69,55.68,0,19,-110.01,33,-113.33,14,-117.45,20,-118.46,27,-119.96,13,-120.72,7600.00,4211.16,1.50,1,54,0.04,NLOS,125.02,-5.28,-99.53,-71.75,4.95,25.75,1,53,-106.64,60,-110.52,66,-112.54,68,-114.52,67,-116.60,48,-117.03,3655.43,2700.00,1.50,0,19,0.06,NLOS,118.34,-3.93,-94.19,-66.41,9.70,38.58,0,20,-105.89,13,-112.61,14,-112.93,26,-114.73,32,-117.73,7,-122.22
259,2335.00,2700.00,1.50,2,13,0.04,LOS,94.53,0.34,-74.65,-46.87,29.01,56.75,0,6,-105.76,7,-109.60,0,-113.39,14,-115.28,19,-118.65,28,-120.28,2986.65,5300.00,1.50,0,14,0.01,LOS,117.25,-3.68,-93.36,-65.57,21.61,52.93,1,16,-99.87,22,-109.43,17,-109.86,9,-114.03,30,-117.36,15,-119.80,4039.75,2500.00,1.50,0,26,0.05,NLOS,121.09,-1.66,-99.21,-71.43,8.05,55.68,0,13,-107.95,14,-113.07,20,-113.27,19,-113.69,21,-114.25,32,-114.26,7600.00,4218.31,1.50,1,54,0.04,NLOS,124.85,-5.28,-99.35,-71.57,5.23,25.75,0,53,-106.80,60,-110.58,66,-112.58,68,-114.47,67,-116.57,48,-116.98,3666.14,2700.00,1.50,0,19,0.06,NLOS,118.59,-3.93,-94.45,-66.66,9.51,38.58,0,20,-105.98,13,-112.80,14,-113.02,26,-114.44,32,-117.60,7,-122.32
