Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_rsrp_bs0,ue0_sinr_bs0,ue0_rsrp_bs1,ue0_sinr_bs1,ue0_rsrp_bs2,ue0_sinr_bs2,ue0_rsrp_bs3,ue0_sinr_bs3,ue0_rsrp_bs4,ue0_sinr_bs4,ue0_rsrp_bs5,ue0_sinr_bs5,ue0_rsrp_bs6,ue0_sinr_bs6
124,5331.25,5366.50,0,6,-83.52,-2.55,90.00,0,-97.94,-18.83,-100.31,-21.22,-101.35,-22.27,-82.99,-1.69,-88.73,-9.18,-89.18,-9.69,-83.52,-2.55
125,5331.50,5366.50,0,6,-81.23,-0.53,90.00,0,-95.13,-17.10,-99.62,-21.64,-103.45,-25.50,-83.32,-3.89,-86.93,-8.40,-88.95,-10.64,-81.23,-0.53
126,5331.75,5366.50,0,6,-81.71,-0.73,90.00,0,-93.89,-15.44,-100.29,-21.94,-104.87,-26.54,-83.44,-3.52,-88.67,-9.93,-88.38,-9.60,-81.71,-0.73
127,5332.00,5366.50,0,6,-80.86,-0.40,90.00,0,-93.37,-15.62,-99.58,-21.91,-106.15,-28.50,-82.62,-3.32,-87.20,-9.04,-90.29,-12.41,-80.86,-0.40
128,5332.25,5366.50,0,6,-80.22,0.80,90.00,0,-94.78,-17.11,-100.39,-22.77,-107.54,-29.95,-83.74,-4.94,-85.63,-7.29,-93.97,-16.27,-80.22,0.80
129,5332.50,5366.50,0,6,-80.35,0.46,90.00,0,-94.88,-17.23,-98.18,-20.57,-107.13,-29.56,-83.54,-4.70,-85.80,-7.53,-91.96,-14.23,-80.35,0.46
130,5332.75,5366.50,0,6,-79.51,1.92,90.00,0,-93.63,-16.18,-101.27,-23.90,-106.77,-29.41,-83.96,-5.53,-86.57,-8.66,-94.66,-17.23,-79.51,1.92
131,5333.00,5366.50,0,6,-78.65,1.83,90.00,0,-94.29,-17.75,-101.18,-24.70,-106.61,-30.15,-83.07,-5.53,-85.30,-8.23,-93.07,-16.51,-78.65,1.83
132,5333.25,5366.50,0,6,-80.12,-2.43,90.00,0,-96.06,-20.29,-102.14,-26.40,-107.21,-31.47,-79.52,-1.45,-83.09,-6.48,-92.81,-16.99,-80.12,-2.43
133,5333.50,5366.50,0,6,-79.20,-1.36,90.00,0,-97.42,-21.93,-102.76,-27.29,-105.44,-29.98,-79.82,-2.39,-82.68,-6.32,-95.57,-20.08,-79.20,-1.36
134,5333.75,5366.50,0,6,-81.25,-3.68,90.00,0,-96.84,-20.78,-99.65,-23.60,-103.53,-27.50,-78.90,0.28,-84.08,-7.31,-96.70,-20.64,-81.25,-3.68
135,5334.00,5366.50,0,3,-80.19,-0.70,90.00,1,-97.76,-20.91,-96.54,-19.67,-103.07,-26.24,-80.19,-0.70,-82.45,-4.24,-94.61,-17.72,-83.31,-5.39
136,5334.25,5366.50,0,3,-79.99,-0.66,90.00,0,-98.62,-21.95,-96.77,-20.10,-102.40,-25.75,-79.99,-0.66,-83.29,-5.60,-93.17,-16.44,-82.21,-4.17
137,5334.50,5366.50,0,3,-79.53,-0.15,90.00,0,-98.56,-22.09,-93.00,-16.46,-101.69,-25.23,-79.53,-0.15,-84.15,-6.91,-93.75,-17.23,-81.90,-4.00
138,5334.75,5366.50,0,3,-78.98,0.65,90.00,0,-98.73,-22.42,-95.39,-19.06,-101.83,-25.54,-78.98,0.65,-83.10,-5.81,-93.97,-17.62,-82.99,-5.68
139,5335.00,5366.50,0,3,-79.63,0.40,90.00,0,-98.94,-22.10,-95.41,-18.53,-101.56,-24.74,-79.63,0.40,-85.07,-7.55,-94.23,-17.34,-82.33,-4.08
140,5335.25,5366.50,0,3,-81.76,-2.30,90.00,0,-101.04,-23.57,-95.79,-18.28,-101.32,-23.85,-81.76,-2.30,-83.76,-5.15,-95.04,-17.51,-82.02,-2.70
141,5335.50,5366.50,0,3,-82.82,-1.33,90.00,0,-100.51,-21.39,-96.23,-17.05,-101.26,-22.14,-82.82,-1.33,-84.79,-4.34,-94.10,-14.87,-85.39,-5.14
142,5335.75,5366.50,0,3,-81.94,0.54,90.00,0,-100.54,-21.32,-96.69,-17.43,-103.78,-24.58,-81.94,0.54,-86.84,-6.84,-96.06,-16.79,-85.38,-5.00
143,5336.00,5366.50,0,3,-82.79,-2.09,90.00,0,-101.53,-22.90,-96.26,-17.58,-105.57,-26.96,-82.79,-2.09,-82.70,-1.95,-96.67,-18.00,-86.01,-6.54
144,5336.25,5366.50,0,3,-82.69,-1.46,90.00,0,-101.02,-22.11,-95.88,-16.91,-106.18,-27.29,-82.69,-1.46,-83.63,-2.98,-95.63,-16.65,-86.07,-6.26
145,5336.50,5366.50,0,3,-82.23,-1.29,90.00,0,-99.79,-21.23,-97.76,-19.18,-104.39,-25.85,-82.23,-1.29,-82.79,-2.23,-97.83,-19.25,-86.54,-7.26
146,5336.75,5366.50,0,3,-85.97,-4.22,90.00,0,-100.46,-20.05,-97.75,-17.31,-102.48,-22.10,-85.97,-4.22,-83.57,-0.39,-96.61,-16.14,-87.83,-6.61
147,5337.00,5366.50,0,3,-84.79,-1.34,90.00,0,-101.28,-20.18,-100.37,-19.26,-101.80,-20.70,-84.79,-1.34,-85.48,-2.46,-96.32,-15.13,-89.53,-7.80
148,5337.25,5366.50,0,3,-85.32,-1.41,90.00,0,-99.46,-17.84,-97.63,-15.97,-101.59,-19.99,-85.32,-1.41,-86.67,-3.53,-98.17,-16.53,-88.86,-6.41
149,5337.50,5366.50,0,3,-85.74,-1.56,90.00,0,-99.05,-17.09,-94.43,-12.31,-102.41,-20.50,-85.74,-1.56,-87.24,-3.87,-102.49,-20.58,-89.07,-6.28
150,5337.75,5366.50,0,3,-87.22,-2.07,90.00,0,-100.13,-17.00,-96.63,-13.39,-103.35,-20.26,-87.22,-2.07,-87.20,-2.05,-100.99,-17.88,-92.10,-8.48
151,5338.00,5366.50,0,3,-86.28,-1.88,90.00,0,-100.27,-17.98,-98.45,-16.11,-105.06,-22.81,-86.28,-1.88,-86.10,-1.59,-99.96,-17.66,-91.48,-8.70
152,5338.25,5366.50,0,3,-86.51,-2.18,90.00,0,-100.58,-18.24,-97.84,-15.44,-104.40,-22.10,-86.51,-2.18,-87.50,-3.67,-98.30,-15.91,-88.63,-5.21
153,5338.50,5366.50,0,3,-83.31,1.05,90.00,0,-99.31,-18.46,-98.40,-17.53,-102.42,-21.59,-83.31,1.05,-87.71,-5.93,-100.08,-19.23,-88.37,-6.75
154,5338.75,5366.50,0,3,-80.93,4.21,90.00,0,-98.58,-19.00,-97.15,-17.54,-102.57,-23.02,-80.93,4.21,-87.54,-7.26,-98.28,-18.70,-91.75,-11.96
155,5339.00,5366.50,0,3,-80.86,4.14,90.00,0,-101.17,-21.70,-96.10,-16.56,-108.23,-28.78,-80.86,4.14,-87.74,-7.60,-97.86,-18.36,-90.56,-10.77
156,5339.25,5366.50,0,3,-84.58,1.49,90.00,0,-102.96,-20.68,-95.73,-13.28,-107.69,-25.43,-84.58,1.49,-89.21,-5.99,-97.66,-15.29,-91.74,-8.98
157,5339.50,5366.50,0,3,-82.93,3.21,90.00,0,-105.33,-24.07,-97.26,-15.91,-108.34,-27.09,-82.93,3.21,-88.97,-6.93,-98.72,-17.40,-91.58,-9.92
158,5339.75,5366.50,0,3,-84.24,1.76,90.00,0,-105.90,-23.86,-96.27,-14.08,-105.23,-23.19,-84.24,1.76,-88.36,-5.19,-99.91,-17.82,-92.53,-10.10
159,5340.00,5366.50,0,3,-86.32,-3.04,90.00,0,-106.72,-25.18,-97.26,-15.60,-104.93,-23.37,-86.32,-3.04,-84.13,0.87,-100.26,-18.67,-94.03,-12.25
160,5340.25,5366.50,0,3,-85.29,-2.07,90.00,0,-109.13,-28.00,-96.38,-15.12,-106.11,-24.97,-85.29,-2.07,-84.26,-0.25,-98.78,-17.58,-92.89,-11.47
161,5340.50,5366.50,0,3,-82.29,0.80,90.00,0,-108.63,-28.97,-95.05,-15.27,-105.46,-25.79,-82.29,0.80,-84.34,-2.88,-97.59,-17.87,-92.16,-12.25
162,5340.75,5366.50,0,3,-83.78,-2.24,90.00,0,-108.79,-29.28,-93.37,-13.67,-105.09,-25.57,-83.78,-2.24,-82.50,0.03,-99.25,-19.69,-91.76,-11.98
163,5341.00,5366.50,0,3,-82.00,1.22,90.00,0,-107.83,-28.27,-93.01,-13.25,-105.44,-25.87,-82.00,1.22,-84.75,-3.63,-98.57,-18.96,-91.99,-12.18
164,5341.25,5366.50,0,3,-83.34,-0.30,90.00,0,-107.50,-27.32,-91.03,-10.49,-104.81,-24.62,-83.34,-0.30,-84.75,-2.71,-98.40,-18.16,-92.68,-12.26
165,5341.50,5366.50,0,3,-82.69,2.27,90.00,0,-108.15,-27.48,-94.29,-13.43,-104.01,-23.33,-82.69,2.27,-87.28,-5.55,-95.69,-14.88,-92.79,-11.85
166,5341.75,5366.50,0,3,-81.02,3.37,90.00,0,-108.82,-29.44,-93.69,-14.16,-104.44,-25.05,-81.02,3.37,-86.49,-6.17,-96.27,-16.81,-92.34,-12.74
167,5342.00,5366.50,0,3,-80.01,5.56,90.00,0,-109.91,-30.96,-94.99,-15.94,-103.55,-24.59,-80.01,5.56,-88.04,-8.53,-95.52,-16.48,-93.44,-14.35
168,5342.25,5366.50,0,3,-81.73,3.13,90.00,0,-110.29,-inf,-92.35,-12.08,-102.69,-22.66,-81.73,3.13,-87.34,-6.45,-95.81,-15.69,-93.70,-13.51
169,5342.50,5366.50,0,3,-82.60,2.65,90.00,0,-110.18,-inf,-91.12,-9.99,-103.04,-22.30,-82.60,2.65,-88.68,-7.21,-95.62,-14.76,-93.63,-12.68
170,5342.75,5366.50,0,3,-82.42,2.14,90.00,0,-108.90,-28.55,-92.89,-12.30,-100.02,-19.63,-82.42,2.14,-88.06,-6.91,-92.20,-11.56,-92.15,-11.51
171,5343.00,5366.50,0,3,-83.69,-0.80,90.00,0,-108.29,-28.02,-91.07,-10.43,-104.02,-23.74,-83.69,-0.80,-86.57,-5.14,-92.73,-12.21,-88.35,-7.35
172,5343.25,5366.50,0,3,-84.61,-2.11,90.00,0,-108.36,-27.93,-91.77,-11.02,-105.67,-25.24,-84.61,-2.11,-85.48,-3.43,-91.13,-10.32,-89.18,-8.14
173,5343.50,5366.50,0,3,-83.16,-2.26,90.00,0,-109.01,-30.13,-92.58,-13.52,-105.64,-26.76,-83.16,-2.26,-83.45,-2.71,-91.19,-12.05,-86.67,-7.01
174,5343.75,5366.50,0,3,-84.51,-2.04,90.00,0,-108.14,-27.77,-95.18,-14.67,-106.66,-26.28,-84.51,-2.04,-84.91,-2.66,-92.32,-11.67,-88.54,-7.46
175,5344.00,5366.50,0,3,-83.29,-1.16,90.00,0,-109.73,-30.06,-93.38,-13.53,-108.44,-28.77,-83.29,-1.16,-84.29,-2.79,-91.60,-11.64,-89.51,-9.36
176,5344.25,5366.50,0,3,-86.03,-3.66,90.00,0,-109.10,-28.28,-94.02,-12.99,-107.94,-27.11,-86.03,-3.66,-84.21,-0.73,-91.84,-10.67,-90.87,-9.61
177,5344.50,5366.50,0,3,-85.85,-2.21,90.00,0,-108.78,-27.18,-95.29,-13.50,-108.00,-26.39,-85.85,-2.21,-87.40,-4.47,-92.81,-10.87,-88.10,-5.40
178,5344.75,5366.50,0,3,-85.85,-2.61,90.00,0,-106.00,-24.64,-98.23,-16.80,-106.20,-24.84,-85.85,-2.61,-88.77,-6.56,-93.31,-11.68,-85.78,-2.49
179,5345.00,5366.50,0,3,-83.61,-0.51,90.00,0,-104.68,-24.33,-98.07,-17.66,-106.79,-26.45,-83.61,-0.51,-90.30,-9.51,-93.31,-12.75,-84.96,-2.79
180,5345.25,5366.50,0,3,-84.92,-2.41,90.00,0,-107.26,-26.71,-99.96,-19.37,-105.30,-24.75,-84.92,-2.41,-91.16,-10.23,-91.70,-10.82,-84.06,-0.98
181,5345.50,5366.50,0,3,-84.28,-2.72,90.00,0,-105.54,-25.83,-100.23,-20.50,-105.26,-25.55,-84.28,-2.72,-93.43,-13.55,-92.64,-12.72,-82.41,0.61
182,5345.75,5366.50,0,3,-84.55,-2.77,90.00,0,-104.62,-24.66,-102.74,-22.78,-105.71,-25.76,-84.55,-2.77,-95.71,-15.65,-95.17,-15.10,-82.34,1.34
183,5346.00,5366.50,0,3,-85.24,-3.28,90.00,0,-108.20,-27.91,-102.81,-22.50,-105.53,-25.23,-85.24,-3.28,-95.44,-15.02,-92.83,-12.29,-82.70,1.28
184,5346.25,5366.50,0,6,-80.90,2.95,90.00,1,-109.89,-30.77,-102.65,-23.51,-104.75,-25.62,-84.85,-4.38,-96.02,-16.81,-93.98,-14.71,-80.90,2.95
185,5346.50,5366.50,0,6,-76.65,4.99,90.00,0,-108.26,-32.80,-104.46,-29.00,-105.32,-29.86,-82.38,-5.94,-96.33,-20.84,-91.76,-16.20,-76.65,4.99
186,5346.75,5366.50,0,6,-76.03,5.36,90.00,0,-109.27,-34.34,-105.31,-30.38,-104.17,-29.24,-82.48,-6.72,-92.60,-17.60,-90.58,-15.54,-76.03,5.36
187,5347.00,5366.50,0,6,-77.78,3.32,90.00,0,-111.45,-inf,-104.86,-28.74,-104.00,-27.88,-82.86,-5.71,-90.34,-14.05,-88.27,-11.88,-77.78,3.32
188,5347.25,5366.50,0,6,-79.88,3.30,90.00,0,-112.22,-inf,-103.37,-25.14,-104.80,-26.57,-85.95,-6.94,-88.67,-10.05,-91.35,-12.92,-79.88,3.30
189,5347.50,5366.50,0,6,-78.46,5.17,90.00,0,-109.53,-32.22,-100.47,-23.14,-104.79,-27.48,-85.74,-7.76,-90.50,-12.99,-92.62,-15.19,-78.46,5.17
190,5347.75,5366.50,0,6,-78.82,4.45,90.00,0,-108.89,-31.40,-99.17,-21.65,-104.24,-26.75,-84.69,-6.29,-91.00,-13.32,-96.06,-18.52,-78.82,4.45
191,5348.00,5366.50,0,6,-80.71,4.24,90.00,0,-111.50,-inf,-97.55,-18.16,-104.68,-25.34,-86.93,-6.78,-91.66,-12.08,-97.39,-18.01,-80.71,4.24
192,5348.25,5366.50,0,6,-83.45,1.59,90.00,0,-109.98,-28.81,-96.26,-14.96,-106.33,-25.15,-86.51,-3.84,-93.74,-12.32,-99.90,-18.67,-83.45,1.59
193,5348.50,5366.50,0,6,-82.22,1.89,90.00,0,-108.63,-28.56,-95.59,-15.41,-106.77,-26.71,-85.30,-3.70,-93.66,-13.41,-100.71,-20.62,-82.22,1.89
194,5348.75,5366.50,0,6,-83.83,1.00,90.00,0,-109.63,-28.34,-95.01,-13.53,-106.18,-24.88,-86.27,-3.32,-93.90,-12.36,-101.47,-20.14,-83.83,1.00
195,5349.00,5366.50,0,6,-81.69,4.19,90.00,0,-107.27,-26.98,-96.98,-16.60,-105.79,-25.49,-87.14,-5.85,-95.77,-15.36,-103.80,-23.49,-81.69,4.19
196,5349.25,5366.50,0,6,-82.23,4.08,90.00,0,-108.03,-27.22,-96.96,-16.05,-103.96,-23.14,-88.02,-6.30,-94.31,-13.31,-105.08,-24.26,-82.23,4.08
197,5349.50,5366.50,0,6,-82.38,4.55,90.00,0,-106.78,-25.70,-95.05,-13.81,-105.99,-24.91,-89.16,-7.36,-94.77,-13.51,-105.83,-24.75,-82.38,4.55
198,5349.75,5366.50,0,6,-82.25,6.09,90.00,0,-106.64,-25.33,-96.16,-14.72,-108.19,-26.89,-91.48,-9.74,-94.83,-13.34,-103.53,-22.21,-82.25,6.09
199,5350.00,5366.50,0,6,-83.95,4.30,90.00,0,-106.76,-24.16,-97.07,-14.33,-107.55,-24.95,-90.68,-7.36,-96.26,-13.49,-101.78,-19.14,-83.95,4.30
200,5350.25,5366.50,0,6,-81.79,7.35,90.00,0,-109.41,-28.34,-99.65,-18.53,-105.33,-24.25,-92.39,-10.99,-94.76,-13.52,-102.38,-21.29,-81.79,7.35
201,5350.50,5366.50,0,6,-82.02,5.97,90.00,0,-110.27,-inf,-98.31,-17.18,-105.24,-24.19,-90.24,-8.64,-95.51,-14.30,-100.88,-19.79,-82.02,5.97
202,5350.75,5366.50,0,6,-78.84,8.62,90.00,0,-107.74,-29.46,-100.40,-22.09,-107.15,-28.86,-89.01,-10.34,-96.58,-18.23,-100.45,-22.14,-78.84,8.62
203,5351.00,5366.50,0,6,-76.47,12.97,90.00,0,-108.70,-32.44,-98.95,-22.67,-105.02,-28.76,-93.15,-16.81,-95.52,-19.22,-99.91,-23.64,-76.47,12.97
204,5351.25,5366.50,0,6,-78.89,10.34,90.00,0,-110.94,-inf,-99.48,-20.95,-105.62,-27.11,-92.49,-13.82,-94.71,-16.11,-102.65,-24.13,-78.89,10.34
205,5351.50,5366.50,0,6,-79.52,10.07,90.00,0,-109.77,-30.66,-99.76,-20.61,-106.83,-27.71,-92.60,-13.29,-96.02,-16.81,-102.06,-22.93,-79.52,10.07
206,5351.75,5366.50,0,6,-81.49,7.65,90.00,0,-107.88,-27.06,-97.48,-16.59,-104.21,-23.38,-93.25,-12.19,-94.70,-13.71,-101.30,-20.45,-81.49,7.65
207,5352.00,5366.50,0,6,-83.03,5.52,90.00,0,-103.36,-21.37,-96.43,-14.32,-105.86,-23.88,-93.05,-10.74,-93.70,-11.44,-101.26,-19.26,-83.03,5.52
208,5352.25,5366.50,0,6,-80.91,7.18,90.00,0,-101.21,-21.02,-96.30,-16.05,-104.53,-24.36,-91.81,-11.35,-94.04,-13.71,-102.61,-22.44,-80.91,7.18
209,5352.50,5366.50,0,6,-82.84,4.83,90.00,0,-98.20,-16.49,-96.42,-14.66,-103.86,-22.23,-91.68,-9.62,-93.28,-11.36,-104.30,-22.66,-82.84,4.83
210,5352.75,5366.50,0,6,-80.17,6.53,90.00,0,-99.39,-20.05,-96.54,-17.16,-105.42,-26.11,-89.57,-9.85,-92.83,-13.33,-103.11,-23.80,-80.17,6.53
211,5353.00,5366.50,0,6,-79.79,6.40,90.00,0,-93.73,-14.69,-97.44,-18.48,-107.05,-28.14,-89.63,-10.36,-92.62,-13.54,-103.61,-24.70,-79.79,6.40
212,5353.25,5366.50,0,6,-79.49,6.36,90.00,0,-94.59,-15.89,-98.28,-19.65,-107.19,-28.60,-88.87,-9.87,-91.83,-13.03,-104.28,-25.69,-79.49,6.36
213,5353.50,5366.50,0,6,-76.59,8.44,90.00,0,-97.48,-21.45,-94.68,-18.62,-107.13,-31.12,-87.24,-10.89,-92.89,-16.80,-99.94,-23.91,-76.59,8.44
214,5353.75,5366.50,0,6,-76.42,9.02,90.00,0,-99.78,-23.85,-96.18,-20.23,-105.59,-29.67,-87.24,-11.00,-94.02,-18.04,-100.00,-24.07,-76.42,9.02
215,5354.00,5366.50,0,6,-76.79,7.48,90.00,0,-97.19,-21.09,-96.16,-20.05,-107.42,-31.34,-86.02,-9.48,-92.75,-16.58,-97.96,-21.86,-76.79,7.48
216,5354.25,5366.50,0,6,-78.13,7.46,90.00,0,-98.84,-21.39,-97.02,-19.56,-110.10,-inf,-88.34,-10.56,-91.86,-14.28,-96.69,-19.23,-78.13,7.46
217,5354.50,5366.50,0,6,-76.87,8.27,90.00,0,-99.25,-22.96,-98.61,-22.32,-109.34,-33.07,-87.58,-10.99,-91.53,-15.14,-96.09,-19.78,-76.87,8.27
218,5354.75,5366.50,0,6,-75.93,7.65,90.00,0,-101.59,-26.34,-100.01,-24.76,-109.02,-33.78,-84.94,-9.21,-91.12,-15.77,-98.89,-23.64,-75.93,7.65
219,5355.00,5366.50,0,6,-76.29,9.57,90.00,0,-100.59,-24.74,-101.10,-25.26,-110.83,-inf,-87.41,-11.26,-93.32,-17.41,-103.09,-27.25,-76.29,9.57
220,5355.25,5366.50,0,6,-74.70,11.80,90.00,0,-101.95,-27.52,-102.43,-28.00,-108.56,-34.14,-87.76,-13.14,-95.50,-21.04,-102.95,-28.52,-74.70,11.80
221,5355.50,5366.50,0,6,-72.46,15.05,90.00,0,-103.26,-30.93,-104.18,-31.85,-106.84,-34.51,-88.83,-16.40,-97.44,-25.10,-101.03,-28.70,-72.46,15.05
222,5355.75,5366.50,0,6,-72.53,13.30,90.00,0,-102.15,-29.81,-104.57,-32.23,-106.40,-34.07,-86.49,-13.98,-99.39,-27.05,-104.76,-32.43,-72.53,13.30
223,5356.00,5366.50,0,6,-71.01,14.96,90.00,0,-105.09,-34.21,-106.54,-35.66,-105.62,-34.74,-86.63,-15.64,-99.43,-28.55,-102.40,-31.52,-71.01,14.96
224,5356.25,5366.50,0,6,-71.37,14.24,90.00,0,-106.53,-35.32,-104.54,-33.32,-104.14,-32.93,-86.26,-14.91,-98.62,-27.40,-103.41,-32.20,-71.37,14.24
225,5356.50,5366.50,0,6,-69.97,17.06,90.00,0,-105.92,-36.04,-105.04,-35.15,-106.64,-36.76,-87.83,-17.88,-99.07,-29.18,-104.65,-34.77,-69.97,17.06
226,5356.75,5366.50,0,6,-67.97,19.75,90.00,0,-105.36,-37.43,-104.23,-36.30,-106.40,-38.47,-88.65,-20.69,-99.40,-31.46,-106.76,-38.83,-67.97,19.75
227,5357.00,5366.50,0,6,-67.26,21.28,90.00,0,-104.33,-37.10,-106.16,-38.93,-107.10,-39.87,-89.61,-22.36,-99.53,-32.30,-108.29,-41.06,-67.26,21.28
228,5357.25,5366.50,0,6,-68.96,17.74,90.00,0,-101.42,-32.53,-105.35,-36.46,-107.92,-39.04,-87.44,-18.49,-99.89,-31.00,-108.37,-39.48,-68.96,17.74
229,5357.50,5366.50,0,6,-71.10,16.18,90.00,0,-102.93,-31.93,-105.47,-34.46,-109.46,-38.46,-88.25,-17.16,-98.27,-27.26,-104.89,-33.88,-71.10,16.18
230,5357.75,5366.50,0,6,-69.18,18.73,90.00,0,-103.21,-34.09,-105.56,-36.44,-110.74,-inf,-88.95,-19.78,-99.75,-30.63,-102.12,-33.00,-69.18,18.73
231,5358.00,5366.50,0,6,-69.05,19.74,90.00,0,-104.76,-35.76,-105.79,-36.79,-111.25,-inf,-90.02,-20.99,-99.84,-30.83,-101.93,-32.93,-69.05,19.74
232,5358.25,5366.50,0,6,-70.17,18.07,90.00,0,-105.09,-34.99,-104.89,-34.79,-108.80,-38.70,-89.56,-19.41,-100.08,-29.98,-99.23,-29.13,-70.17,18.07
233,5358.50,5366.50,0,6,-70.54,15.06,90.00,0,-106.84,-36.44,-105.24,-34.83,-108.41,-38.00,-86.57,-16.06,-96.61,-26.20,-97.78,-27.37,-70.54,15.06
234,5358.75,5366.50,0,6,-70.70,14.40,90.00,0,-109.08,-38.53,-107.86,-37.32,-109.49,-38.95,-86.16,-15.49,-95.42,-24.87,-96.17,-25.62,-70.70,14.40
235,5359.00,5366.50,0,6,-71.45,14.54,90.00,0,-107.15,-35.85,-107.76,-36.46,-109.30,-38.00,-87.45,-16.04,-95.78,-24.46,-95.16,-23.84,-71.45,14.54
236,5359.25,5366.50,0,6,-70.57,13.51,90.00,0,-105.74,-35.36,-105.68,-35.30,-107.83,-37.45,-84.96,-14.43,-96.41,-26.02,-94.97,-24.58,-70.57,13.51
237,5359.50,5366.50,0,6,-71.36,12.95,90.00,0,-104.23,-33.07,-104.97,-33.82,-106.85,-35.70,-85.49,-14.17,-93.76,-22.58,-95.83,-24.66,-71.36,12.95
238,5359.75,5366.50,0,6,-69.31,15.30,90.00,0,-103.68,-34.49,-108.10,-38.91,-107.57,-38.39,-85.76,-16.48,-94.34,-25.14,-95.85,-26.66,-69.31,15.30
239,5360.00,5366.50,0,6,-70.11,13.44,90.00,0,-104.24,-34.32,-105.48,-35.56,-105.97,-36.06,-84.89,-14.83,-91.86,-21.92,-94.78,-24.85,-70.11,13.44
240,5360.25,5366.50,0,6,-69.10,14.99,90.00,0,-104.56,-35.59,-104.04,-35.07,-107.34,-38.37,-85.83,-16.78,-91.88,-22.89,-93.49,-24.50,-69.10,14.99
241,5360.50,5366.50,0,6,-69.53,13.54,90.00,0,-103.17,-33.83,-103.24,-33.90,-107.87,-38.53,-85.12,-15.66,-89.47,-20.08,-92.87,-23.51,-69.53,13.54
242,5360.75,5366.50,0,6,-69.01,13.52,90.00,0,-103.60,-34.77,-106.08,-37.25,-109.11,-40.29,-84.87,-15.94,-87.81,-18.93,-93.15,-24.31,-69.01,13.52
243,5361.00,5366.50,0,6,-69.58,12.15,90.00,0,-103.16,-33.83,-108.66,-39.33,-111.36,-inf,-83.56,-14.06,-87.65,-18.26,-93.82,-24.48,-69.58,12.15
244,5361.25,5366.50,0,6,-71.34,8.79,90.00,0,-104.26,-33.46,-108.95,-38.15,-111.26,-inf,-80.97,-9.73,-89.16,-18.29,-94.73,-23.91,-71.34,8.79
245,5361.50,5366.50,0,6,-71.03,8.57,90.00,0,-102.66,-32.20,-108.23,-37.76,-109.60,-39.13,-80.68,-9.78,-87.27,-16.71,-94.49,-24.00,-71.03,8.57
246,5361.75,5366.50,0,6,-73.11,6.97,90.00,0,-102.72,-30.40,-106.92,-34.60,-110.54,-inf,-82.70,-9.96,-84.15,-11.54,-93.82,-21.48,-73.11,6.97
247,5362.00,5366.50,0,6,-75.51,5.19,90.00,0,-103.53,-29.16,-106.75,-32.39,-110.58,-inf,-84.85,-10.09,-83.44,-8.50,-92.68,-18.25,-75.51,5.19
248,5362.25,5366.50,0,6,-75.09,5.83,90.00,0,-105.40,-31.32,-103.74,-29.66,-109.90,-35.82,-84.82,-10.35,-84.01,-9.46,-91.92,-17.77,-75.09,5.83
249,5362.50,5366.50,0,6,-74.38,7.95,90.00,0,-104.74,-31.01,-107.09,-33.36,-109.60,-35.86,-87.44,-13.51,-84.88,-10.80,-91.96,-18.16,-74.38,7.95
250,5362.75,5366.50,0,6,-75.29,5.46,90.00,0,-102.06,-27.86,-107.14,-32.94,-107.55,-33.35,-85.72,-11.21,-83.45,-8.70,-89.87,-15.55,-75.29,5.46
251,5363.00,5366.50,0,6,-73.51,7.25,90.00,0,-101.88,-29.11,-106.71,-33.95,-107.90,-35.13,-85.86,-12.88,-83.45,-10.29,-89.70,-16.85,-73.51,7.25
252,5363.25,5366.50,0,6,-72.63,7.05,90.00,0,-102.51,-30.66,-108.74,-36.89,-105.44,-33.59,-86.74,-14.76,-81.28,-8.91,-89.95,-18.04,-72.63,7.05
253,5363.50,5366.50,0,6,-74.77,6.50,90.00,0,-102.14,-28.24,-108.27,-34.37,-104.47,-30.57,-88.20,-14.14,-82.93,-8.46,-91.92,-17.96,-74.77,6.50
254,5363.75,5366.50,0,6,-74.25,6.65,90.00,0,-102.57,-29.16,-108.12,-34.71,-104.60,-31.19,-87.88,-14.32,-82.73,-8.79,-90.20,-16.71,-74.25,6.65
255,5364.00,5366.50,0,6,-73.10,5.96,90.00,0,-99.87,-27.75,-107.06,-34.94,-104.23,-32.11,-84.20,-11.81,-81.18,-8.48,-91.42,-19.26,-73.10,5.96
256,5364.25,5366.50,0,6,-74.36,3.14,90.00,0,-99.71,-27.05,-106.78,-34.14,-104.52,-31.87,-84.50,-11.56,-78.87,-5.04,-90.05,-17.32,-74.36,3.14
257,5364.50,5366.50,0,6,-74.17,3.69,90.00,0,-98.62,-25.98,-106.23,-33.60,-104.76,-32.13,-84.33,-11.40,-79.35,-5.69,-91.14,-18.45,-74.17,3.69
258,5364.75,5366.50,0,6,-76.45,2.86,90.00,0,-97.26,-22.60,-106.47,-31.83,-106.15,-31.51,-85.87,-10.89,-80.81,-4.97,-92.97,-18.27,-76.45,2.86
259,5365.00,5366.50,0,6,-76.18,3.02,90.00,0,-96.46,-22.01,-106.59,-32.17,-107.17,-32.75,-85.07,-10.26,-80.94,-5.43,-92.99,-18.50,-76.18,3.02
260,5365.25,5366.50,0,6,-77.14,0.41,90.00,0,-96.59,-22.23,-107.04,-32.70,-105.85,-31.52,-81.22,-5.90,-80.40,-4.83,-92.84,-18.44,-77.14,0.41
